,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Název díla v původním písmu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel",Nakadatel v původním písmu,"Edice, svazek",Název edice v původním písmu,Údaje o časopiseckém vydání,Název časopisu v původním písmu,Počet stran,Rok,ISBN,Další role,Další role v původním písmu,Zdroj či odkaz,Volná poznámka,technická poznámka,Sloupec1,non-fiction
96,97,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",To dikio thriamvevi,Το δίκιο θριαμβεύει,,Spravedlnost zvítězí,,,,,,,,,,,,,,,,,,,nan,nan
97,98,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Enas dolofonos sto edolio,Ένας δολοφόνος στο εδώλιο,nan,Loupežný vrah před soudem,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
98,99,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Emborio feretron,Εμπόριο φερέτρων,,Obchod s rakvemi,,,,,,,,,,,,,,,,,,,nan,nan
99,100,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Embirognomones,Εμπειρογνώμονες,nan,Něco o soudních znalcích,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
100,101,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Epidoxos aftochiras me to zori,Επίδοξος αυτόχειρας με το ζόρι,,Psychiatrická záhada,,,,,,,,,,,,,,,,,,,nan,nan
101,102,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Pije ja malli ke vjike kuremenos,Πήγε για μαλλί και βγήκε κουρεμένος,nan,Pomsta je sladká,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
102,103,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",I klironomia tu Frandisek Safranek,Η κληρονομιά του Φράντισεκ Σάφρανεκ,,Dědictví po Františku Šafránkovi,,,,,,,,,,,,,,,,,,,nan,nan
103,104,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",T' aftia tu Ajiu Martinu,Τ' αυτιά του Αγίου Μαρτίνου,nan,Uši sv. Martina z Ildefonsu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
104,105,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",O kalos stratiotis Sveik sto barutadiko,Ο καλός στρατιώτης Σβέικ στο μπαρουτάδικο,,Dobrý voják Švejk učí se zacházet se střelnou bavlnou,,,,,,,,,,,,,,,,,,,nan,nan
105,106,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O papas ke o chotzas,Ο παπάς και ο χότζας,nan,Srbský pop Bogumirov a koza od muftiho Isrima,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
106,107,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",I perierji exafanisi tu profiti Ilia,Η περίεργη εξαφάνιση του προφήτη Ηλία,,Záhadné zmizení proroka Eliáše,,,,,,,,,,,,,,,,,,,nan,nan
107,108,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",To telos tu ierapostolu,Το τέλος του ιεραπόστολου,nan,Čagan-kurenská povídka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
108,109,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Pijes embnefsis,Πηγές έμπνευσης,,Když jsem počal psát...,,,,,,,,,,,,,,,,,,,nan,nan
109,110,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I exejersi ton paleon polemiston,Η εξέγερση των παλαιών πολεμιστών,nan,Jak se vzbouřili roku 1912 veteráni v Rokycanech,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
110,111,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Astikes eklojes,Αστικές εκλογές,,Jak Cetlička volil,,,,,,,,,,,,,,,,,,,nan,nan
111,112,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Jati me diegrapsan apo to Ethnikokinoniko Komma,Γιατί με διέγραψαν από το Εθνικοκοινωνικό Κόμμα,nan,Jak jsem vystoupil ze strany nár. sociální,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
112,113,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Apo to imerolojo enos burzua tis Ufa,Από το ημερολόγιο ενός μπουρζουά της Ούφα,,Z deníku ufského měšťáka,,,,,,,,,,,,,,,,,,,nan,nan
113,114,část knihy,90,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I monaxia tu anthropu,Η μοναξιά του ανθρώπου,nan,Osudy společenského člověka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
114,115,část knihy,90,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Diaskedasi amerikaniku typu,Διασκέδαση αμερικάνικου τύπου,,Pokus o abstinentní večírek,,,,,,,,,,,,,,,,,,,nan,nan
115,116,kniha,nan,antologie,překlad,nan,"Hašek, Jaroslav (jk01040097)",Ja ta panijiria,Για τα πανηγύρια,Diijimata,Abeceda humoru,gre,cze,nan,nan,Atény (Řecko) : Kastaniotis,Καστανιώτης,nan,nan,nan,nan,103,1984,nan,"Petsinis, Lambros (trl, aui)","Πετσίνης, Λάμπρος",nan,nan,nan,nan,nan
116,117,část knihy,116,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Peri eleftherotypias,Περί ελευθεροτυπίας,,Módní referát paní Jedličkové,,,,,,,,,,,,,,,,,,,nan,nan
117,118,část knihy,116,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)","Ena ikojeniako periodiko, ma ti periodiko","Ένα οικογενειακό περιοδικό, μα τι περιοδικό",nan,Šťastný domov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
118,119,část knihy,116,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Enas thavmasios pedagogos,Ένας θαυμάσιος παιδαγωγός,,Hovor s malým Mílou,,,,,,,,,,,,,,,,,,,nan,nan
119,120,část knihy,116,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Ti epatha kanondas ton pandognosti,Τι έπαθα κάνοντας τον παντογνώστη,nan,Nebezpečný pracovník,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
120,121,část knihy,116,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",O anthropos pu jirise apo ton allo kosmo,Ο άνθρωπος που γύρισε από τον άλλο κόσμο,,Badatelé neznáma,,,,,,,,,,,,,,,,,,,nan,nan
121,122,část knihy,116,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Mikres anjelies ja megales... efkeries,Μικρές αγγελίες για μεγάλες... ευκαιρίες,nan,Román z Malého oznamovatele v Národní politice za řadu dní,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
122,123,část knihy,116,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Orivatis me to zori,Ορειβάτης με το ζόρι,,Výprava na Moasernspitze,,,,,,,,,,,,,,,,,,,nan,nan
123,124,část knihy,116,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O skylos tu varonu,Ο σκύλος του βαρώνου,nan,Ohař pana barona,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
124,125,kniha,,antologie,překlad,,"Hašek, Jaroslav (jk01040097)",Enas dolofonos katazitite,Ένας δολοφόνος καταζητείται,Diijimata,Originál neexistuje,gre,cze,,Schele des Humors,Atény (Řecko) : Synchroni epochi,Σύγχρονη εποχή,,,,,95,1981,,"Nikolau, Apostolos (trl)","Νικολάου, Απόστολος",,,,"obsahuje (čistě početně) o 2 povídky víc než něm. Výbor, který uvádějí jako zdroj TOTO DO VOLNÉ POZNÁMKY",nan
125,126,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Enas dolofonos katazitite,Ένας δολοφόνος καταζητείται,nan,Pátrání po vrahu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
126,127,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",To portreto tu Kaizer Frands Jozef tu A',Το πορτραίτο του Κάιζερ Φράντς Γιόζεφ του Α',,Povídka o obrazu císaře Františka Josefa,,,,,,,,,,,,,,,,,,,nan,nan
127,128,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O fylakismenos leondas,Ο φυλακισμένος λέοντας,nan,Zavřený lev,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
128,129,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Dyo Jermani astronomi,Δύο Γερμανοί αστρονόμοι,,Němečtí astronomové,,,,,,,,,,,,,,,,,,,nan,nan
129,130,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O thanatos ton askumenon stin epichirisi apostolis emborevmaton Kambkan,Ο θάνατος των ασκουμένων στην επιχείρηση αποστολής εμπορευμάτων Καμπκάν,nan,Vyhubení praktikantů speditérské firmy Kobkán,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
130,131,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Apo ton kath' imeran praktikon vion,Από τον καθ' ημέραν πρακτικόν βίον,,Z praktického života,,,,,,,,,,,,,,,,,,,nan,nan
131,132,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)","O ypiresiakos zilos tu teloniaku ispraktora tis jefyras tis Pragas, Stefan Bruch","Ο υπηρεσιακός ζήλος του τελωνειακού εισπράκτορα της γέφυρας της Πράγας, Στέφαν Μπρούχ",nan,"Úřední horlivost pana Štěpána Brycha, výběrčího na pražském mostě",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
132,133,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Ta vasana enos pedagogu,Τα βάσανα ενός παιδαγωγού,,Útrapy vychovatele,,,,,,,,,,,,,,,,,,,nan,nan
133,134,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",To Idryma Kinonikis Pronias,Το Ίδρυμα Κοινωνικής Πρόνοιας,nan,Spolek pro sociální péči,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
134,135,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Filanthropies,Φιλανθρωπίες,,Dobročinnost,,,,,,,,,,,,,,,,,,,nan,nan
135,136,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I dorea tu kyriu Kaumble,Η δωρεά του κυρίου Κάουμπλε,nan,Nadace pana Kaubleho ve prospěch místních chudých,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
136,137,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",I ekloji tu astynomu,Η εκλογή του αστυνόμου,,Schůze našeho obecního zastupitelstva v Mejdlovarech,,,,,,,,,,,,,,,,,Volí se obecní strážník,,nan,nan
137,138,část knihy,125,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Pos erapsa ena kumbi sto pandaloni mu,Πώς έραψα ένα κουμπί στο πανταλόνι μου,nan,Jak jsem si přišíval knoflík ke kalhotám,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
138,139,část knihy,125,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Pos emathe o Baluska na lei psemata,Πώς έμαθε ο Μπαλούσκα να λέει ψέματα,,Jak se Baluška naučil lhát,,,,,,,,,,,,,,,,,,,nan,nan
139,140,kniha,nan,antologie,překlad,nan,"Hašek, Jaroslav (jk01040097)",Enas chafies stin taverna ke alla diijimata,Ένας χαφιές στην ταβέρνα και άλλα διηγήματα,Skitsa Jozef Lada  § Metafrasi apo ta gallika Christina Korondzi,originál neexistuje,gre,fre,nan,nan,? (Řecko) : Selides,Σελίδες,nan,nan,nan,nan,80,2022,nan,"Korondzi, Christina (trl)","Κοροντζή, Χριστίνα",nan,nan,nan,nan,nan
140,141,část knihy,140,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Enas chafies stin taverna,Ένας χαφιές στην ταβέρνα,,Perzekuce nové strany kruhy vládními,,,,,,,,,,,,,,,,,,,nan,nan
141,142,část knihy,140,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Pos pandrepsane tin adelfi mu,Πως παντρέψανε την αδελφή μου,nan,Pepíček Nový vypravuje o zasnoubení své sestry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
142,143,část knihy,140,celé dílo,překlad,,"Hašek, Jaroslav (01040097)",Arravones stin ikojenia mas,Αρραβώνες στην οικογένειά μας,,Zasnoubení v naší rodině,,,,,,,,,,,,,,,,,,,nan,nan
143,144,část knihy,140,celé dílo,překlad,nan,"Hašek, Jaroslav (01040097)",To pilikio tu pezikariu Trynek,Το πηλίκιο του πεζικάριου Τρύνεκ,nan,Čáka pěšáka Trunce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
144,145,část knihy,140,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Pos synandithika me ton syndakti tis nekrolojias mu,Πώς συναντήθηκα με τον συντάκτη της νεκρολογίας μου,,Jak jsem se setkal s autorem svého nekrologu,,,,,,,,,,,,,,,,,,,nan,nan
145,146,část knihy,140,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Pare lipon fandare,Πάρε λοιπόν φαντάρε,nan,"Jen si berte, vojáčku!",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,Povídka o domovní prohlídce,nan,nan,nan
146,147,část knihy,140,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Mia timia jineka,Μια τίμια γυναίκα,,Poctivý nálezce,,,,,,,,,,,,,,,,,,,nan,nan
147,148,část knihy,140,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",To portreto tu aftokratora,Το πορτρέτο του αυτοκράτορα,nan,Povídka o obrazu císaře Františka Josefa I.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
148,149,kniha,,antologie,překlad,,"Hašek, Jaroslav (jk01040097)",I apolojia enos prodoti,Η απολογία ενός προδότη,,originál neexistuje,gre,cze,,,Atény (Řecko) : Kultura,Κουλτούρα,Diijima,Διήγημα,,,124,1970,,"Olymbiu, L. (trl, aui)","Ολυμπίου, Λ.",,"""Satira Jaroslava Haška"" § 1. vydání",,nan,nan
149,150,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",To pilikio tu Pezikariu Trynek,Το πηλίκιο του Πεζικάριου Τρύνεκ,nan,Čáka pěšáka Trunce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
150,151,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Diagonismos Kratikon Promithion,Διαγωνισμός Κρατικών Προμηθείων,,Vojenská dodávka,,,,,,,,,,,,,,,,,,,nan,nan
151,152,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",To lipos tu Lochu ekane ftera,Το λίπος του Λόχου έκανε φτερά,nan,Jak se ztratilo sádlo v 2. kuchyni košického pluku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
152,153,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Schedio Nomu,Σχέδιο Νόμου,,Jeho Excelenci ministru financí ryt. Biliňskému ve Vídni!,,,,,,,,,,,,,,,,,,,nan,nan
153,154,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I exomolojisi tu Gaidaru,Η εξομολόγηση του Γαϊδάρου,nan,Oslí historie z Bosny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
154,155,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",O Eparchos tu Choritse,Ο Έπαρχος του Χοριτσέ,,Hořický okresní hejtman,,,,,,,,,,,,,,,,,,,nan,nan
155,156,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I Chirurjiki ke to Telonio,Η Χειρουργική και το Τελωνείο,nan,Chirurgie a celní sazba : Historka o lidském neštěstí,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
156,157,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",O Apomachos Kakoska,Ο Απόμαχος Κακόσκα,,Případ veterána Kokoschky : Z doby starého Rakouska,,,,,,,,,,,,,,,,,,,nan,nan
157,158,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I Efesi,Η Έφεση,nan,Námitky proti konfiskaci,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
158,159,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Pare lipon Fandare,Πάρε λοιπόν Φαντάρε,,"Jen si berte, vojáčku! (Povídka o domovní prohlídce)",,,,,,,,,,,,,,,,,,,nan,nan
159,160,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",I Istoria enos polemiku andapokritu,Η Ιστορία ενός πολεμικού ανταποκριτού,nan,Smutný konec válečného zpravodaje Prager Tagblattu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
160,161,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",I apolojia enos prodoti,Η απολογία ενός προδότη,,Zpověď velezrádcova čili Tajemství bašty na Petříně,,,,,,,,,,,,,,,,,,,nan,nan
161,162,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Mia timia jineka,Μια τίμια γυναίκα,nan,Poctivý nálezce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
162,163,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",To pathima tu kyriu diefthyndu tis astynomias,Το πάθημα του κυρίου διευθυντού της αστυνομίας,,Prostředek pana policejního ředitele,,,,,,,,,,,,,,,,,,,nan,nan
163,164,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O epivatis choris isitirio,Ο επιβάτης χωρίς εισιτήριο,nan,Muž bez lístku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
164,165,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",To periplanomeno mnima,Το περιπλανώμενο μνήμα,,Záhadný případ s pomníkem,,,,,,,,,,,,,,,,,,,nan,nan
165,166,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)","Detektiv Patoka, o atsidas","Ντέτεκτιβ Πατόκα, ό ατσίδας",nan,Detektiv Patočka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
166,167,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Ena paraxeno peristatiko,Ένα παράξενο περιστατικό,,Podivná událost,,,,,,,,,,,,,,,,,Ze vzpomínek policejního strážmistra,,nan,nan
167,168,část knihy,149,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",Skandalo eschatis prodosias stin Kroatia,Σκάνδαλο εσχάτης προδοσίας στην Κροατία,nan,Velezrádná aféra v Chorvatsku. (Recept na výrobu velezrádců ve velkém),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
168,169,část knihy,149,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Enas kalos anthropos,Ένας καλός άνθρωπος,,Dobrý člověk,,,,,,,,,,,,,,,,,,,nan,nan
169,170,kniha,nan,antologie,překlad,nan,"Hašek, Jaroslav (01040097)",I apolojia enos prodoti,Η απολογία ενός προδότη,nan,originál neexistuje,gre,cze,nan,nan,Atény (Řecko) : Irini,Ειρήνη,nan,nan,nan,nan,124,1983,nan,"Olymbiu, L. (trl)","Ολυμπίου, Λ.",nan,2. vydání,nan,nan,nan
170,171,kniha,,antologie,překlad,,"Hašek, Jaroslav (01040097)",I apolojia enos prodoti,Η απολογία ενός προδότη,,originál neexistuje,gre,cze,,,? (Řecko) : Ekati,Εκάτη,,,,,126,2019,978-960-408-255-1,"Olymbiu, L. (trl)","Ολυμπίου, Λ.",,3. vydání,,nan,nan
171,172,kniha,nan,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O kalos stratiotis Sveik,Ο καλός στρατιώτης Σβέϊκ,Tomos defteros § Metafrasi Christu Anjelopulu,Osudy dobrého vojáka Švejka za světové války,gre,cze,nan,nan,? (Řecko) : Rizospastis,Ριζοσπάστης,nan,nan,nan,nan,200,1935,nan,"Anjelopulos, Christos (trl)","Αγγελόπουλος, Χρήστος",nan,Ilustrace § Obsahuje konec prvního dílu a druhý díl,nan,nan,nan
172,173,kniha,,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",O kalos stratiotis Sveik,Ο καλός στρατιώτης Σβέϊκ,Metafrasi Mados Anastasiadi,Osudy dobrého vojáka Švejka za světové války,gre,cze,,,? (Řecko) : I Pyxida,Η Πυξίδα,,,,,319,1954,,"Anastasiadi, Mando (trl, aui)","Αναστασιάδη, Μαντώ",,"""Liga lojia jia ton syngrafea""",,nan,nan
173,174,kniha,nan,celé dílo,překlad,nan,"Hašek, Jaroslav (jk01040097)",O kalos stratiotis Sveik,Ο καλός στρατιώτης Σβέϊκ,Metafrasi Mados Anastasiadi,Osudy dobrého vojáka Švejka za světové války,gre,cze,nan,nan,? (?) : K. M.,Κ. Μ.,nan,nan,nan,nan,319,195?,nan,"Anastasiadi, Mando (trl, aui)","Αναστασιάδη, Μαντώ",nan,"""Liga lojia jia ton syngrafea""",nan,nan,nan
